CFT,MAGic Term,Default,,,,,,,,,,,,,,,,
,options.LinePauses,0,,,,,,,,,,,,,,,,
,options.Dictionary,1,,,,,,,,,,,,,,,,
,options.Numbers,0,,,,,,,,,,,,,,,,
,options.Case,1,,,,,,,,,,,,,,,,
,options.Filter,3,,,,,,,,,,,,,,,,
,options.MixedCase,1,,,,,,,,,,,,,,,,
,options.Verbosity,0,,,,,,,,,,,,,,,,
,options.JAWSPunctuationEnabled,1,,,,,,,,,,,,,,,,
,options.SayWindowTypeFirst,0,,,,,,,,,,,,,,,,
,options.SayStateFirst,0,,,,,,,,,,,,,,,,
,options.InsertKeyMode,0,,,,,,,,,,,,,,,,
,options.CaretDetect,1,,,,,,,,,,,,,,,,
,options.CaretDetectTimeOut,250,,,,,,,,,,,,,,,,
,options.CaretBlinkRate,256,,,,,,,,,,,,,,,,
,options.SpeakANSIChars,0,,,,,,,,,,,,,,,,
,options.IndicateSelected,0,,,,,,,,,,,,,,,,
,options.SaySelectedFirst,1,,,,,,,,,,,,,,,,
,options.JAWSInsertKey,3,,,,,,,,,,,,,,,,
,options.KeyboardType,Desktop,,,,,,,,,,,,,,,,
,options.ViewMode,1,,,,,,,,,,,,,,,,
,options.UseExtendedKeys,0,,,,,,,,,,,,,,,,
,options.Acronyms,0,,,,,,,,,,,,,,,,
,options.Synthesizer,eloq,,,,,,,,,,,,,,,,
,options.SleepMode,0,,,,,,,,,,,,,,,,
,options.SynthesizerResetFrequency,2000,,,,,,,,,,,,,,,,
,options.SimultaneousSynthAndWave,1,,,,,,,,,,,,,,,,
,options.BrailleDisplay,Braille1,,,,,,,,,,,,,,,,
,options.DosScreenReader,0,,,,,,,,,,,,,,,,
,options.SayBlankLineCount,0,,,,,,,,,,,,,,,,
,options.UseWindowsKeyboardHook,0,,,,,,,,,,,,,,,,
,options.SayCursorShapeChange,0,,,,,,,,,,,,,,,,
,options.SayNumericDates,0,,,,,,,,,,,,,,,,
,options.SayDollars,0,,,,,,,,,,,,,,,,
,options.bVirtViewer,1,,,,,,,,,,,,,,,,
,options.CharByExample,0,,,,,,,,,,,,,,,,
,options.PhraseByExample,0,,,,,,,,,,,,,,,,
,options.GeneralizeModifiers,1,,,,,,,,,,,,,,,,
,options.OnScreenKeyboard,0,,,,,,,,,,,,,,,,
,options.DisableHideAltKey,1,,,,,,,,,,,,,,,,
,options.DisablePersonalizedMenus,1,,,,,,,,,,,,,,,,
,options.DisableShadowMouse,1,,,,,,,,,,,,,,,,
,options.DisableStickyKey,0,,,,,,,,,,,,,,,,
,options.FormatAndText,0,,,,,,,,,,,,,,,,
,options.Font,0,,,,,,,,,,,,,,,,
,options.Attributes,1,,,,,,,,,,,,,,,,
,options.PointSize,0,,,,,,,,,,,,,,,,
,options.TextColor,0,,,,,,,,,,,,,,,,
,options.BackgroundColor,0,,,,,,,,,,,,,,,,
,options.HookLLMouseInstall,1,,,,,,,,,,,,,,,,
,options.HookLLMouseEnable,1,,,,,,,,,,,,,,,,
,options.HookLLMouseGestureMask,79,,,,,,,,,,,,,,,,
,options.HookLLMouseModifierMask,65535,,,,,,,,,,,,,,,,
,options.HookLLMouseMoveThreshold,64,,,,,,,,,,,,,,,,
,options.MouseMovementStopsSpeech,1,,,,,,,,,,,,,,,,
,options.PromptOverwriteVoiceProfiles,1,,,,,,,,,,,,,,,,
,options.AllowSpeechOnDemandWhenMuted,1,,,,,,,,,,,,,,,,
,options.AllowMouseEchoWhenMuted,1,,,,,,,,,,,,,,,,
,options.AllowTypingEchoWhenMuted,0,,,,,,,,,,,,,,,,
,options.InitialNumlockState,0,,,,,,,,,,,,,,,,
SynthAliases,SynthAliases.ACCENT,Accent PC/Messenger Internal & Keynote Gold internal/external,,,,,,,,,,,,,,,,
,SynthAliases.ACTSAC17,"Accent SA or Artic Transport COM1:9600,n,7,1",,,,,,,,,,,,,,,,
,SynthAliases.ACTSAC1,"Accent SA or Artic Transport COM1:9600,n,8,1",,,,,,,,,,,,,,,,
,SynthAliases.ACTSAC27,"Accent SA or Artic Transport COM2:9600,n,7,1",,,,,,,,,,,,,,,,
,SynthAliases.ACTSAC2,"Accent SA or Artic Transport COM2:9600,n,8,1",,,,,,,,,,,,,,,,
,SynthAliases.APOLLO2j,Apollo 2,,,,,,,,,,,,,,,,
,SynthAliases.ARTIC215,Artic 215,,,,,,,,,,,,,,,,
,SynthAliases.AUDAPTC1,Audapter External with driver set to COM1:9600,,,,,,,,,,,,,,,,
,SynthAliases.AUDAPTC2,Audapter External with driver set to COM2:9600,,,,,,,,,,,,,,,,
,SynthAliases.BNS1,"Braille 'n Speak and Type 'n Speak, set to COM1:9600",,,,,,,,,,,,,,,,
,SynthAliases.BNS2,"Braille 'n Speak and Type 'n Speak, set to COM2:9600",,,,,,,,,,,,,,,,
,SynthAliases.DECTALK,DECtalk PC Internal or Express External,,,,,,,,,,,,,,,,
,SynthAliases.DUBLTALK,Doubletalk PC Internal,,,,,,,,,,,,,,,,
,SynthAliases.INFO37AM,"Infovox, American English",,,,,,,,,,,,,,,,
,SynthAliases.KRE1,Kurzweil Reading Edge set to COM1:9600,,,,,,,,,,,,,,,,
,SynthAliases.KRE2,Kurzweil Reading Edge set to COM2:9600,,,,,,,,,,,,,,,,
,SynthAliases.LT1,Doubletalk LT or LightTalk set to COM1:9600,,,,,,,,,,,,,,,,
,SynthAliases.LT2,Doubletalk LT or LightTalk set to COM2:9600,,,,,,,,,,,,,,,,
,SynthAliases.jsdbltlk,Doubletalk LT or LightTalk set to COM2:9600,,,,,,,,,,,,,,,,
,SynthAliases.MVOICE1,Multi Voice set to COM1:9600,,,,,,,,,,,,,,,,
,SynthAliases.MVOICE2,Multi Voice set to COM2:9600,,,,,,,,,,,,,,,,
,SynthAliases.NOSPEECH,No Speech Output,,,,,,,,,,,,,,,,
,SynthAliases.SOUNDBRD,Sounding Board Internal,,,,,,,,,,,,,,,,
,SynthAliases.TASSIST,Sound Blaster,,,,,,,,,,,,,,,,
KeyLabels,KeyLabels.cancel,1|break,,,,,,,,,,,,,,,,
,KeyLabels.back,1|Backspace,,,,,,,,,,,,,,,,
,KeyLabels.tab,1|Tab,,,,,,,,,,,,,,,,
,KeyLabels.clear,1|Clear,,,,,,,,,,,,,,,,
,KeyLabels.return,1|Enter,,,,,,,,,,,,,,,,
,KeyLabels.shift,1|Shift,,,,,,,,,,,,,,,,
,KeyLabels.control,1|Control,,,,,,,,,,,,,,,,
,KeyLabels.menu,1|Alt,,,,,,,,,,,,,,,,
,KeyLabels.pause,1|Pause,,,,,,,,,,,,,,,,
,KeyLabels.capital,1|Caps lock,,,,,,,,,,,,,,,,
,KeyLabels.escape,1|Escape,,,,,,,,,,,,,,,,
,KeyLabels.space,1|Space,,,,,,,,,,,,,,,,
,KeyLabels.prior,1|Page up,,,,,,,,,,,,,,,,
,KeyLabels.next,1|Page down,,,,,,,,,,,,,,,,
,KeyLabels.end,1|End,,,,,,,,,,,,,,,,
,KeyLabels.home,1|Home,,,,,,,,,,,,,,,,
,KeyLabels.left,1|Left arrow,,,,,,,,,,,,,,,,
,KeyLabels.up,1|Up arrow,,,,,,,,,,,,,,,,
,KeyLabels.right,1|Right arrow,,,,,,,,,,,,,,,,
,KeyLabels.down,1|Down arrow,,,,,,,,,,,,,,,,
,KeyLabels.select,1|Select,,,,,,,,,,,,,,,,
,KeyLabels.execute,1|Execute,,,,,,,,,,,,,,,,
,KeyLabels.snapshot,1|Print screen,,,,,,,,,,,,,,,,
,KeyLabels.insert,1|Insert,,,,,,,,,,,,,,,,
,KeyLabels.delete,1|Delete,,,,,,,,,,,,,,,,
,KeyLabels.help,1|Help,,,,,,,,,,,,,,,,
,KeyLabels.numbers,1|Numbers,,,,,,,,,,,,,,,,
,KeyLabels.letters,1|Letters,,,,,,,,,,,,,,,,
,KeyLabels.lwin,1|windows,,,,,,,,,,,,,,,,
,KeyLabels.rwin,1|windows,,,,,,,,,,,,,,,,
,KeyLabels.apps,1|Applications,,,,,,,,,,,,,,,,
,KeyLabels.numpad0,1|insert,,,,,,,,,,,,,,,,
,KeyLabels.numpad1,1|end,,,,,,,,,,,,,,,,
,KeyLabels.numpad2,1|Down arrow,,,,,,,,,,,,,,,,
,KeyLabels.numpad3,1|Page down,,,,,,,,,,,,,,,,
,KeyLabels.numpad4,1|Left arrow,,,,,,,,,,,,,,,,
